## Tue Oct 21 20:08:25 2025
## emapper-2.1.12
## /emapper_web_jobs/home/emapper/miniforge3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_wruy_nhe --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_wruy_nhe --override -m diamond --dmnd_ignore_warnings -i /emapper_web_jobs/emapper_jobs/user_data/MM_wruy_nhe/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype proteins --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
lcl|NZ_CM127331.1_prot_WP_038423885.1_32	571.MC52_07860	0.0	1106.0	COG0028@1|root,COG0028@2|Bacteria,1MU6U@1224|Proteobacteria,1RMQQ@1236|Gammaproteobacteria	1236|Gammaproteobacteria	H	acetolactate synthase	ilvB	GO:0003674,GO:0003824,GO:0003984,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005948,GO:0006082,GO:0006520,GO:0006549,GO:0006573,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009081,GO:0009082,GO:0009097,GO:0009099,GO:0009987,GO:0016053,GO:0016740,GO:0016744,GO:0019752,GO:0032991,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607,GO:1902494,GO:1990234	2.2.1.6	ko:K01652	ko00290,ko00650,ko00660,ko00770,ko01100,ko01110,ko01130,ko01210,ko01230,map00290,map00650,map00660,map00770,map01100,map01110,map01130,map01210,map01230	M00019,M00570	R00006,R00014,R00226,R03050,R04672,R04673,R08648	RC00027,RC00106,RC01192,RC02744,RC02893	ko00000,ko00001,ko00002,ko01000	-	-	iSDY_1059.SDY_4155	TPP_enzyme_C,TPP_enzyme_M,TPP_enzyme_N
lcl|NZ_CM127331.1_prot_WP_004855635.1_33	571.MC52_07855	1.95e-64	196.0	COG0440@1|root,COG0440@2|Bacteria,1N065@1224|Proteobacteria,1S73I@1236|Gammaproteobacteria	1236|Gammaproteobacteria	E	acetolactate synthase	ilvN	GO:0003674,GO:0003824,GO:0003984,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005948,GO:0006082,GO:0006520,GO:0006549,GO:0006573,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009081,GO:0009082,GO:0009097,GO:0009099,GO:0009987,GO:0016053,GO:0016740,GO:0016744,GO:0019752,GO:0032991,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607,GO:1902494,GO:1990234	2.2.1.6	ko:K01653	ko00290,ko00650,ko00660,ko00770,ko01100,ko01110,ko01130,ko01210,ko01230,map00290,map00650,map00660,map00770,map01100,map01110,map01130,map01210,map01230	M00019,M00570	R00006,R00014,R00226,R03050,R04672,R04673,R08648	RC00027,RC00106,RC01192,RC02744,RC02893	ko00000,ko00001,ko00002,ko01000	-	-	iAF1260.b3670,iAPECO1_1312.APECO1_2782,iB21_1397.B21_03496,iBWG_1329.BWG_3361,iE2348C_1286.E2348C_3985,iEC042_1314.EC042_4025,iECABU_c1320.ECABU_c41570,iECBD_1354.ECBD_0033,iECB_1328.ECB_03554,iECDH10B_1368.ECDH10B_3853,iECDH1ME8569_1439.ECDH1ME8569_3555,iECD_1391.ECD_03554,iECED1_1282.ECED1_4366,iECH74115_1262.ECH74115_5103,iECIAI1_1343.ECIAI1_3846,iECIAI39_1322.ECIAI39_4272,iECNA114_1301.ECNA114_3825,iECO111_1330.ECO111_4494,iECO26_1355.ECO26_4913,iECOK1_1307.ECOK1_4123,iECP_1309.ECP_3877,iECS88_1305.ECS88_4095,iECSE_1348.ECSE_3954,iECSF_1327.ECSF_3518,iECSP_1301.ECSP_4721,iECUMN_1333.ECUMN_4201,iECW_1372.ECW_m3968,iECs_1301.ECs4611,iEKO11_1354.EKO11_0033,iETEC_1333.ETEC_3964,iEcDH1_1363.EcDH1_0033,iEcE24377_1341.EcE24377A_4179,iEcHS_1320.EcHS_A3883,iEcSMS35_1347.EcSMS35_4037,iEcolC_1368.EcolC_0029,iG2583_1286.G2583_4464,iJO1366.b3670,iJR904.b3670,iLF82_1304.LF82_1110,iNRG857_1313.NRG857_18305,iPC815.YPO2294,iSFV_1184.SFV_3839,iSF_1195.SF3791,iSFxv_1172.SFxv_4123,iSSON_1240.SSON_3624,iS_1188.S3977,iUMN146_1321.UM146_18560,iUMNK88_1353.UMNK88_4479,iUTI89_1310.UTI89_C4226,iWFL_1372.ECW_m3968,iY75_1357.Y75_RS18770,iYL1228.KPN_04073,iZ_1308.Z5164,ic_1306.c4595	ACT,ACT_5
lcl|NZ_CM127331.1_prot_WP_004107112.1_34	571.MC52_07850	5.75e-135	382.0	COG2197@1|root,COG2197@2|Bacteria,1QW4D@1224|Proteobacteria,1RVMQ@1236|Gammaproteobacteria	1236|Gammaproteobacteria	K	response regulator	uhpA	GO:0003674,GO:0003676,GO:0003677,GO:0005488,GO:0006355,GO:0008150,GO:0009889,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:0097159,GO:1901363,GO:1903506,GO:2000112,GO:2001141	-	ko:K07686,ko:K07689,ko:K20264	ko02020,ko02024,ko02025,ko02026,ko05111,map02020,map02024,map02025,map02026,map05111	M00473,M00475,M00818	-	-	ko00000,ko00001,ko00002,ko02022	-	-	-	GerE,Response_reg
lcl|NZ_CM127331.1_prot_WP_162933650.1_35	571.MC52_07845	0.0	957.0	COG3851@1|root,COG3851@2|Bacteria,1QUAD@1224|Proteobacteria,1RMGY@1236|Gammaproteobacteria	1236|Gammaproteobacteria	T	Histidine kinase	uhpB	GO:0000155,GO:0000160,GO:0003674,GO:0003824,GO:0004672,GO:0004673,GO:0004721,GO:0005575,GO:0005623,GO:0005886,GO:0006464,GO:0006468,GO:0006470,GO:0006793,GO:0006796,GO:0006807,GO:0007154,GO:0007165,GO:0008150,GO:0008152,GO:0009987,GO:0016020,GO:0016301,GO:0016310,GO:0016311,GO:0016740,GO:0016772,GO:0016773,GO:0016775,GO:0016787,GO:0016788,GO:0016791,GO:0018106,GO:0018193,GO:0018202,GO:0019538,GO:0023014,GO:0023052,GO:0035556,GO:0036211,GO:0042578,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044464,GO:0046777,GO:0050789,GO:0050794,GO:0050896,GO:0051716,GO:0065007,GO:0071704,GO:0071944,GO:0140096,GO:1901564	2.7.13.3	ko:K07675,ko:K20263	ko02020,ko02024,map02020,map02024	M00473,M00818	-	-	ko00000,ko00001,ko00002,ko01000,ko01001,ko02022	-	-	-	HATPase_c,HisKA_3,MASE1
lcl|NZ_CM127331.1_prot_WP_014227316.1_36	571.MC52_07840	0.0	879.0	COG2271@1|root,COG2271@2|Bacteria,1MX4V@1224|Proteobacteria,1RMB3@1236|Gammaproteobacteria	1236|Gammaproteobacteria	G	transporter	uhpC	GO:0000160,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0007154,GO:0007165,GO:0008150,GO:0009987,GO:0016020,GO:0016021,GO:0023052,GO:0031224,GO:0031226,GO:0035556,GO:0044425,GO:0044459,GO:0044464,GO:0050789,GO:0050794,GO:0050896,GO:0051716,GO:0065007,GO:0071944	-	ko:K07783	ko02020,map02020	-	-	-	ko00000,ko00001,ko02000	2.A.1.4.4,2.A.1.4.6	-	-	MFS_1
lcl|NZ_CM127331.1_prot_WP_004126843.1_37	571.MC52_07835	0.0	892.0	COG2271@1|root,COG2271@2|Bacteria,1MXY3@1224|Proteobacteria,1RYKQ@1236|Gammaproteobacteria	1236|Gammaproteobacteria	G	catalyzes the active transport of sugar-phosphates such as glucose-6-phosphate with the obligatory exchange of inorganic phosphate or organophosphate	uhpT	GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006817,GO:0006820,GO:0008150,GO:0008509,GO:0015075,GO:0015103,GO:0015114,GO:0015119,GO:0015291,GO:0015297,GO:0015301,GO:0015315,GO:0015318,GO:0015526,GO:0015605,GO:0015698,GO:0015711,GO:0015712,GO:0015748,GO:0015760,GO:0016020,GO:0022804,GO:0022857,GO:0034220,GO:0035435,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071944,GO:0098656,GO:0098660,GO:0098661,GO:0099516,GO:1901264,GO:1901505	-	ko:K07784	ko02020,map02020	-	-	-	ko00000,ko00001,ko02000	2.A.1.4.1	-	iECSF_1327.ECSF_3513	MFS_1
lcl|NZ_CM127331.1_prot_WP_014839842.1_38	571.MC52_07830	5.52e-101	293.0	28NJF@1|root,2ZBKK@2|Bacteria,1RBC6@1224|Proteobacteria,1S3E1@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	Protein of unknown function (DUF1198)	yicN	-	-	-	-	-	-	-	-	-	-	-	DUF1198
lcl|NZ_CM127331.1_prot_WP_014227314.1_39	571.MC52_07825	5.33e-79	234.0	COG4683@1|root,COG4683@2|Bacteria,1MZIY@1224|Proteobacteria,1S686@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	protein conserved in bacteria	VY92_07350	-	-	-	-	-	-	-	-	-	-	-	Gp49
lcl|NZ_CM127331.1_prot_WP_014227313.1_40	571.MC52_07820	1.07e-58	182.0	COG3620@1|root,COG3620@2|Bacteria,1N4KQ@1224|Proteobacteria,1S8WX@1236|Gammaproteobacteria	1236|Gammaproteobacteria	K	transcriptional regulator	VY92_07345	-	-	-	-	-	-	-	-	-	-	-	HTH_3,HTH_37
lcl|NZ_CM127331.1_prot_WP_014227312.1_41	571.MC52_07815	1.01e-258	712.0	COG0477@1|root,COG2814@2|Bacteria,1MVD0@1224|Proteobacteria,1RMBW@1236|Gammaproteobacteria	1236|Gammaproteobacteria	EGP	Involved in the efflux of purine ribonucleosides, such as guanosine, adenosine and especially inosine. Involved in the resistance to 6-mercaptopurine	nepI	GO:0003674,GO:0005215,GO:0005337,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0008150,GO:0015211,GO:0015858,GO:0015860,GO:0015931,GO:0015932,GO:0016020,GO:0022857,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0071944,GO:0072530,GO:1901264,GO:1901505,GO:1901642	-	ko:K03445	-	-	-	-	ko00000,ko02000	2.A.1.2.26	-	-	MFS_1
lcl|NZ_CM127331.1_prot_WP_004855618.1_42	571.MC52_07810	7.18e-192	532.0	COG0637@1|root,COG0637@2|Bacteria,1MX6B@1224|Proteobacteria,1RQPM@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	Belongs to the HAD-like hydrolase superfamily. PhnX family	phnX	-	3.11.1.1	ko:K05306	ko00440,ko01100,ko01120,map00440,map01100,map01120	-	R00747	RC00368	ko00000,ko00001,ko01000	-	-	-	HAD_2,Hydrolase
lcl|NZ_CM127331.1_prot_WP_014227310.1_43	571.MC52_07805	5.79e-270	738.0	COG0075@1|root,COG0075@2|Bacteria,1MWHJ@1224|Proteobacteria,1RNNI@1236|Gammaproteobacteria	1236|Gammaproteobacteria	E	Belongs to the class-V pyridoxal-phosphate-dependent aminotransferase family. PhnW subfamily	phnW	GO:0003674,GO:0003824	2.6.1.112,2.6.1.37,2.6.1.44,2.6.1.45,2.6.1.51	ko:K00830,ko:K00839,ko:K03430	ko00230,ko00250,ko00260,ko00440,ko00630,ko00680,ko01100,ko01110,ko01120,ko01130,ko01200,ko04146,map00230,map00250,map00260,map00440,map00630,map00680,map01100,map01110,map01120,map01130,map01200,map04146	M00346,M00532	R00369,R00372,R00585,R00588,R04152,R10908	RC00006,RC00008,RC00018,RC00062,RC03305	ko00000,ko00001,ko00002,ko01000,ko01007	-	-	-	Aminotran_5
lcl|NZ_CM127331.1_prot_WP_076752428.1_44	571.MC52_07800	1.24e-177	494.0	COG2188@1|root,COG2188@2|Bacteria,1R4PN@1224|Proteobacteria,1RQ87@1236|Gammaproteobacteria	1236|Gammaproteobacteria	K	transcriptional	phnR	-	-	ko:K03710	-	-	-	-	ko00000,ko03000	-	-	-	GntR,UTRA
lcl|NZ_CM127331.1_prot_WP_038423883.1_45	571.MC52_07795	3.22e-245	673.0	COG1840@1|root,COG1840@2|Bacteria,1QDP7@1224|Proteobacteria,1RY5T@1236|Gammaproteobacteria	1236|Gammaproteobacteria	P	2-aminoethylphosphonate ABC transporter	phnS	-	-	ko:K11081	ko02010,map02010	M00302	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.11.5	-	-	SBP_bac_1,SBP_bac_6
lcl|NZ_CM127331.1_prot_WP_430983279.1_46	571.MC52_07790	5.77e-267	731.0	COG3842@1|root,COG3842@2|Bacteria,1MU3I@1224|Proteobacteria,1RNPX@1236|Gammaproteobacteria	1236|Gammaproteobacteria	P	Part of the ABC transporter complex PotABCD involved in spermidine putrescine import. Responsible for energy coupling to the transport system	phnT	-	-	ko:K02052,ko:K11084	ko02010,ko02024,map02010,map02024	M00193,M00302	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.11,3.A.1.11.5	-	-	ABC_tran,TOBE_2
lcl|NZ_CM127331.1_prot_WP_014839836.1_47	571.MC52_07785	8.19e-186	518.0	COG0555@1|root,COG0555@2|Bacteria,1N6S0@1224|Proteobacteria,1RPTK@1236|Gammaproteobacteria	1236|Gammaproteobacteria	P	2-aminoethylphosphonate ABC transporter, permease	phnU	-	-	ko:K11083	ko02010,map02010	M00302	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.11.5	-	-	BPD_transp_1
lcl|NZ_CM127331.1_prot_WP_014227306.1_48	571.MC52_07780	7.09e-181	504.0	COG1177@1|root,COG1177@2|Bacteria,1Q4ZE@1224|Proteobacteria,1RRJ0@1236|Gammaproteobacteria	1236|Gammaproteobacteria	E	2-aminoethylphosphonate ABC transport system, membrane component PhnV	phnV	-	-	ko:K11082	ko02010,map02010	M00302	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.11.5	-	-	BPD_transp_1
lcl|NZ_CM127331.1_prot_WP_042946259.1_49	571.MC52_07775	0.0	938.0	COG4580@1|root,COG4580@2|Bacteria,1MX1A@1224|Proteobacteria,1RRWC@1236|Gammaproteobacteria	1236|Gammaproteobacteria	G	Maltoporin (phage lambda and maltose receptor)	VVA0122	-	-	ko:K02024	-	-	-	-	ko00000,ko02000	1.B.3.1.1	-	-	LamB
lcl|NZ_CM127331.1_prot_WP_004855598.1_50	571.MC52_07770	1.84e-64	196.0	COG1447@1|root,COG1447@2|Bacteria,1RJSA@1224|Proteobacteria,1S6JR@1236|Gammaproteobacteria	1236|Gammaproteobacteria	G	PTS system, cellobiose-specific IIA component	chbA	-	2.7.1.196,2.7.1.205	ko:K02759	ko00500,ko02060,map00500,map02060	M00275	R11170,R11172	RC00017,RC03206	ko00000,ko00001,ko00002,ko01000,ko02000	4.A.3.2	-	-	PTS_IIA
lcl|NZ_CM127331.1_prot_WP_014227305.1_51	571.MC52_07765	2.05e-312	852.0	COG1455@1|root,COG1455@2|Bacteria,1MXAG@1224|Proteobacteria,1RQGX@1236|Gammaproteobacteria	1236|Gammaproteobacteria	G	The phosphoenolpyruvate-dependent sugar phosphotransferase system (PTS), a major carbohydrate active - transport system, catalyzes the phosphorylation of incoming sugar substrates concomitant with their translocation across the cell membrane	celB	-	-	ko:K02761	ko00500,ko02060,map00500,map02060	M00275	R11170,R11172	RC00017,RC03206	ko00000,ko00001,ko00002,ko02000	4.A.3.2	-	-	PTS_EIIC
lcl|NZ_CM127331.1_prot_WP_014227304.1_52	571.MC52_07760	3.51e-68	206.0	COG1440@1|root,COG1440@2|Bacteria,1RIP1@1224|Proteobacteria,1S68Q@1236|Gammaproteobacteria	1236|Gammaproteobacteria	G	Phosphotransferase system, lactose cellobiose-specific IIB subunit	gmuB_1	-	2.7.1.196,2.7.1.205	ko:K02760	ko00500,ko02060,map00500,map02060	M00275	R11170,R11172	RC00017,RC03206	ko00000,ko00001,ko00002,ko01000,ko02000	4.A.3.2	-	-	PTS_IIB
lcl|NZ_CM127331.1_prot_WP_014227303.1_53	571.MC52_07755	4.08e-220	607.0	COG1609@1|root,COG1609@2|Bacteria,1NZH0@1224|Proteobacteria,1RPMC@1236|Gammaproteobacteria	1236|Gammaproteobacteria	K	transcriptional regulator	ascG_1	-	-	-	-	-	-	-	-	-	-	-	LacI,Peripla_BP_3
lcl|NZ_CM127331.1_prot_WP_014227302.1_54	571.MC52_07750	1.87e-58	181.0	2D8BC@1|root,32W7N@2|Bacteria,1N2JJ@1224|Proteobacteria,1SE30@1236|Gammaproteobacteria	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
lcl|NZ_CM127331.1_prot_WP_038423881.1_55	571.MC52_07745	7.06e-211	585.0	COG5464@1|root,COG5464@2|Bacteria,1MUSP@1224|Proteobacteria,1RNUW@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	Transposase	-	-	-	-	-	-	-	-	-	-	-	-	Transposase_31
lcl|NZ_CM127331.1_prot_WP_014227300.1_57	571.MC52_07735	1.97e-200	556.0	COG0697@1|root,COG0697@2|Bacteria,1NHTP@1224|Proteobacteria,1RR5J@1236|Gammaproteobacteria	1236|Gammaproteobacteria	EG	transporter	yicL	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	-	-	-	-	-	-	-	-	-	-	EamA
lcl|NZ_CM127331.1_prot_WP_014227299.1_58	571.MC52_07730	1.18e-70	212.0	2DNNV@1|root,32YCB@2|Bacteria,1N7IN@1224|Proteobacteria,1S9V9@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	PFAM CcdB protein	ccdB	-	-	ko:K19163	-	-	-	-	ko00000,ko02048	-	-	-	CcdB
lcl|NZ_CM127331.1_prot_WP_014227298.1_59	571.MC52_07725	1.61e-48	154.0	COG5302@1|root,COG5302@2|Bacteria,1N600@1224|Proteobacteria,1SB3K@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	Post-segregation antitoxin CcdA	-	-	-	ko:K19164	-	-	-	-	ko00000,ko02048	-	-	-	CcdA
lcl|NZ_CM127331.1_prot_WP_032718833.1_60	571.MC52_07720	0.0	909.0	COG1263@1|root,COG1264@1|root,COG1263@2|Bacteria,COG1264@2|Bacteria,1N3C1@1224|Proteobacteria,1RQMX@1236|Gammaproteobacteria	1236|Gammaproteobacteria	G	The phosphoenolpyruvate-dependent sugar phosphotransferase system (sugar PTS), a major carbohydrate active transport system, catalyzes the phosphorylation of incoming sugar substrates concomitantly with their translocation across the cell membrane. This system is involved in N-acetylmuramic acid (MurNAc) transport, yielding cytoplasmic MurNAc-6-P. Is	murP	GO:0003674,GO:0003824,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0008150,GO:0008515,GO:0008643,GO:0009401,GO:0015144,GO:0015154,GO:0015157,GO:0015766,GO:0015770,GO:0015772,GO:0016020,GO:0016740,GO:0016772,GO:0016773,GO:0022804,GO:0022857,GO:0034219,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071944,GO:0090563,GO:0090588	2.7.1.192	ko:K11191,ko:K11192	ko00520,ko02060,map00520,map02060	M00303	R08559	RC00017,RC03206	ko00000,ko00001,ko00002,ko01000,ko02000	4.A.1.2.7	-	-	PTS_EIIB,PTS_EIIC
lcl|NZ_CM127331.1_prot_WP_009654080.1_61	571.MC52_07715	8.72e-204	565.0	COG2103@1|root,COG2103@2|Bacteria,1MVDR@1224|Proteobacteria,1RN3P@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	Specifically catalyzes the cleavage of the D-lactyl ether substituent of MurNAc 6-phosphate, producing GlcNAc 6- phosphate and D-lactate. Together with AnmK, is also required for the utilization of anhydro-N-acetylmuramic acid (anhMurNAc) either imported from the medium or derived from its own cell wall murein, and thus plays a role in cell wall recycling	murQ	GO:0000270,GO:0003674,GO:0003824,GO:0006022,GO:0006040,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009254,GO:0016787,GO:0016801,GO:0016803,GO:0016829,GO:0016835,GO:0030203,GO:0043170,GO:0046348,GO:0071704,GO:1901135,GO:1901136,GO:1901564,GO:1901575	4.2.1.126	ko:K07106	ko00520,ko01100,map00520,map01100	-	R08555	RC00397,RC00746	ko00000,ko00001,ko01000	-	-	iECH74115_1262.ECH74115_3658,iECSP_1301.ECSP_3375,iECs_1301.ECs3299,iG2583_1286.G2583_2959	SIS,SIS_2
lcl|NZ_CM127331.1_prot_WP_042946137.1_62	571.MC52_07710	3.41e-259	712.0	COG0477@1|root,COG2814@2|Bacteria,1MW19@1224|Proteobacteria,1RRES@1236|Gammaproteobacteria	1236|Gammaproteobacteria	EGP	Drug resistance transporter Bcr CflA subfamily	tcaB	-	-	ko:K07552	-	-	-	-	ko00000,ko02000	2.A.1.2	-	-	MFS_1
lcl|NZ_CM127331.1_prot_WP_042946136.1_63	571.MC52_07705	1.28e-308	843.0	COG1538@1|root,COG1538@2|Bacteria,1MUA8@1224|Proteobacteria,1RMDA@1236|Gammaproteobacteria	1236|Gammaproteobacteria	M	RND efflux system, outer membrane lipoprotein	oprM	-	-	ko:K18139,ko:K18147	ko01501,ko02024,map01501,map02024	M00642,M00643,M00647,M00649,M00718,M00768,M00822	-	-	ko00000,ko00001,ko00002,ko01504,ko02000	1.B.17,2.A.6.2,2.A.6.2.40	-	-	OEP
lcl|NZ_CM127331.1_prot_WP_014227294.1_64	571.MC52_07700	0.0	1921.0	COG0841@1|root,COG0841@2|Bacteria,1MU48@1224|Proteobacteria,1RMBN@1236|Gammaproteobacteria	1236|Gammaproteobacteria	V	Belongs to the resistance-nodulation-cell division (RND) (TC 2.A.6) family	mexB	-	-	ko:K18138	ko01501,ko01503,map01501,map01503	M00647,M00699,M00718	-	-	ko00000,ko00001,ko00002,ko01504,ko02000	2.A.6.2	-	-	ACR_tran
lcl|NZ_CM127331.1_prot_WP_014227293.1_65	571.MC52_07695	3.84e-258	709.0	COG0845@1|root,COG0845@2|Bacteria,1MU78@1224|Proteobacteria,1RPI1@1236|Gammaproteobacteria	1236|Gammaproteobacteria	M	Belongs to the membrane fusion protein (MFP) (TC 8.A.1) family	mexA	-	-	ko:K03585,ko:K18321	ko01501,ko01503,ko02020,map01501,map01503,map02020	M00645,M00646,M00647,M00699,M00718	-	-	ko00000,ko00001,ko00002,ko01504,ko02000,ko03036	2.A.6.2,2.A.6.2.41,8.A.1,8.A.1.6	-	-	HlyD,HlyD_D23
lcl|NZ_CM127331.1_prot_WP_014227292.1_66	571.MC52_07690	5.93e-97	281.0	COG0454@1|root,COG0456@2|Bacteria,1N6QA@1224|Proteobacteria,1S922@1236|Gammaproteobacteria	1236|Gammaproteobacteria	K	histone acetyltransferase HPA2 and related acetyltransferases	-	-	-	-	-	-	-	-	-	-	-	-	Acetyltransf_1,Acetyltransf_10,Acetyltransf_7
lcl|NZ_CM127331.1_prot_WP_014227291.1_67	571.MC52_07685	4.68e-152	427.0	COG1309@1|root,COG1309@2|Bacteria,1PWUY@1224|Proteobacteria,1RN68@1236|Gammaproteobacteria	1236|Gammaproteobacteria	K	Transcriptional regulator	-	-	-	-	-	-	-	-	-	-	-	-	TetR_C_3,TetR_N
lcl|NZ_CM127331.1_prot_WP_042946135.1_68	571.MC52_07680	0.0	938.0	COG0477@1|root,COG2814@2|Bacteria,1MX2Q@1224|Proteobacteria,1RR66@1236|Gammaproteobacteria	1236|Gammaproteobacteria	P	Major facilitator superfamily	-	-	-	-	-	-	-	-	-	-	-	-	MFS_1,Sugar_tr
lcl|NZ_CM127331.1_prot_WP_042946134.1_69	571.MC52_07675	2.92e-204	566.0	COG0583@1|root,COG0583@2|Bacteria,1MUNN@1224|Proteobacteria,1RMJ5@1236|Gammaproteobacteria	1236|Gammaproteobacteria	K	transcriptional regulator	-	-	-	-	-	-	-	-	-	-	-	-	HTH_1,LysR_substrate
lcl|NZ_CM127331.1_prot_WP_014227288.1_70	571.MC52_07670	3.74e-149	419.0	COG3576@1|root,COG3576@2|Bacteria,1QUBS@1224|Proteobacteria,1T1SA@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	flavin-nucleotide-binding protein structurally related to pyridoxine 5'-phosphate oxidase	-	-	-	ko:K07006	-	-	-	-	ko00000	-	-	-	Putative_PNPOx
lcl|NZ_CM127331.1_prot_WP_014227287.1_71	571.MC52_07665	4.31e-119	339.0	COG3558@1|root,COG3558@2|Bacteria,1RA64@1224|Proteobacteria,1S252@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	50S ribosomal protein L21	-	-	-	ko:K09958	-	-	-	-	ko00000	-	-	-	DUF1348
lcl|NZ_CM127331.1_prot_WP_014227286.1_72	571.MC52_07660	2.4e-190	528.0	COG1464@1|root,COG1464@2|Bacteria,1MUVY@1224|Proteobacteria,1RSKH@1236|Gammaproteobacteria	1236|Gammaproteobacteria	M	Belongs to the nlpA lipoprotein family	nlpA	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	-	ko:K02073	ko02010,map02010	M00238	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.24	-	-	Lipoprotein_9
lcl|NZ_CM127331.1_prot_WP_014839817.1_73	571.MC52_07655	1.15e-201	558.0	COG0697@1|root,COG0697@2|Bacteria,1R7CG@1224|Proteobacteria,1S0XU@1236|Gammaproteobacteria	1236|Gammaproteobacteria	EG	of the drug metabolite transporter (DMT) superfamily	-	-	-	-	-	-	-	-	-	-	-	-	EamA
lcl|NZ_CM127331.1_prot_WP_032695126.1_74	571.MC52_07650	7.13e-134	379.0	COG0494@1|root,COG0494@2|Bacteria,1RCX7@1224|Proteobacteria,1RSM2@1236|Gammaproteobacteria	1236|Gammaproteobacteria	L	Belongs to the Nudix hydrolase family	-	-	3.6.1.13	ko:K01515	ko00230,map00230	-	R01054	RC00002	ko00000,ko00001,ko01000	-	-	-	NUDIX
lcl|NZ_CM127331.1_prot_WP_032695125.1_75	571.MC52_07645	8.38e-186	516.0	COG2220@1|root,COG2220@2|Bacteria,1MVP2@1224|Proteobacteria,1RRSZ@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	Zn-dependent hydrolases of the beta-lactamase fold	-	-	-	-	-	-	-	-	-	-	-	-	Lactamase_B_2,Lactamase_B_3
lcl|NZ_CM127331.1_prot_WP_014227282.1_76	571.MC52_07640	1.76e-232	639.0	COG4977@1|root,COG4977@2|Bacteria,1MUDK@1224|Proteobacteria,1RP9W@1236|Gammaproteobacteria	1236|Gammaproteobacteria	K	Transcriptional regulator containing an amidase domain and an AraC-type DNA-binding HTH domain	adpA	-	-	-	-	-	-	-	-	-	-	-	DJ-1_PfpI,HTH_18
